Time (s),Trace #1 (pA),Trace #1 (mmHg)
20.9853,195.313,-264.74
20.9854,193.176,-264.587
20.9855,192.871,-264.74
20.9856,193.176,-264.74
20.9857,193.634,-264.74
20.9858,191.193,-264.74
20.9859,191.498,-264.74
20.986,193.176,-264.74
20.9861,193.481,-264.74
20.9862,192.108,-264.587
20.9863,189.362,-264.587
20.9864,189.209,-264.587
20.9865,196.838,-264.587
20.9866,195.16,-264.587
20.9867,194.855,-264.74
20.9868,191.956,-264.587
20.9869,191.345,-264.587
20.987,193.329,-264.587
20.9871,194.092,-264.587
20.9872,192.261,-264.587
20.9873,193.024,-264.587
20.9874,192.413,-264.587
20.9875,195.465,-264.587
20.9876,198.059,-264.587
20.9877,191.65,-264.587
20.9878,190.125,-264.587
20.9879,190.125,-264.587
20.988,192.108,-264.587
20.9881,192.413,-264.587
20.9882,195.923,-264.587
20.9883,196.838,-264.587
20.9884,191.65,-264.587
20.9885,192.108,-264.587
20.9886,195.007,-264.435
20.9887,194.397,-264.435
20.9888,194.397,-264.435
20.9889,195.465,-264.587
20.989,189.667,-264.587
20.9891,193.024,-264.587
20.9892,192.719,-264.587
20.9893,193.939,-264.587
20.9894,193.939,-264.587
20.9895,195.618,-264.587
20.9896,194.702,-264.587
20.9897,193.939,-264.587
20.9898,191.956,-264.435
20.9899,191.803,-264.435
20.99,194.244,-264.435
20.9901,193.329,-264.435
20.9902,190.43,-264.435
20.9903,192.261,-264.435
20.9904,189.819,-264.435
20.9905,193.939,-264.587
20.9906,192.261,-264.587
20.9907,193.939,-264.587
20.9908,192.108,-264.587
20.9909,193.939,-264.587
20.991,192.108,-264.587
20.9911,193.481,-264.587
20.9912,193.176,-264.587
20.9913,192.413,-264.587
20.9914,192.719,-264.435
20.9915,190.735,-264.435
20.9916,192.871,-264.435
20.9917,189.514,-264.435
20.9918,192.719,-264.435
20.9919,193.481,-264.435
20.992,190.125,-264.435
20.9921,193.329,-264.435
20.9922,193.634,-264.435
20.9923,193.329,-264.435
20.9924,193.481,-264.435
20.9925,193.024,-264.435
20.9926,194.397,-264.435
20.9927,193.787,-264.435
20.9928,193.787,-264.435
20.9929,192.871,-264.435
20.993,196.228,-264.435
20.9931,193.481,-264.435
20.9932,193.481,-264.435
20.9933,194.55,-264.435
20.9934,193.634,-264.435
20.9935,192.261,-264.435
20.9936,195.77,-264.282
20.9937,192.261,-264.435
20.9938,194.397,-264.435
20.9939,192.719,-264.435
20.994,193.176,-264.435
20.9941,193.176,-264.282
20.9942,193.176,-264.282
20.9943,190.887,-264.282
20.9944,194.244,-264.282
20.9945,190.582,-264.435
20.9946,193.481,-264.435
20.9947,193.481,-264.435
20.9948,192.871,-264.435
20.9949,191.345,-264.435
20.995,191.345,-264.435
20.9951,193.787,-264.282
20.9952,193.176,-264.282
20.9953,194.397,-264.282
20.9954,191.65,-264.282
20.9955,191.956,-264.282
20.9956,194.55,-264.282
20.9957,192.566,-264.435
20.9958,191.498,-264.282
20.9959,195.77,-264.282
20.996,194.092,-264.282
20.9961,191.193,-264.282
20.9962,193.024,-264.282
20.9963,190.582,-264.282
20.9964,193.024,-264.282
20.9965,193.634,-264.282
20.9966,196.075,-264.282
20.9967,194.092,-264.282
20.9968,193.481,-264.282
20.9969,193.024,-264.282
20.997,193.024,-264.282
20.9971,190.735,-264.282
20.9972,191.956,-264.282
20.9973,192.719,-264.282
20.9974,192.871,-264.282
20.9975,191.04,-264.282
20.9976,191.65,-264.282
20.9977,194.855,-264.282
20.9978,193.939,-264.282
20.9979,193.634,-264.282
20.998,196.838,-264.282
20.9981,192.566,-264.282
20.9982,193.329,-264.282
20.9983,196.533,-264.282
20.9984,193.176,-264.282
20.9985,192.413,-264.282
20.9986,192.413,-264.282
20.9987,194.397,-264.282
20.9988,194.55,-264.282
20.9989,195.16,-264.282
20.999,191.345,-264.282
20.9991,194.55,-264.282
20.9992,193.481,-264.282
20.9993,192.719,-264.282
20.9994,195.007,-264.13
20.9995,190.582,-264.13
20.9996,195.007,-264.13
20.9997,193.176,-264.13
20.9998,194.397,-264.13
20.9999,194.55,-264.13
21,196.991,-264.13
21.0001,193.939,-264.13
21.0002,188.751,-264.13
21.0003,190.43,-264.13
21.0004,192.261,-264.13
21.0005,195.923,-264.13
21.0006,191.498,-264.13
21.0007,191.65,-264.13
21.0008,193.939,-264.13
21.0009,193.329,-264.13
21.001,192.413,-264.13
21.0011,195.77,-264.13
21.0012,192.413,-264.13
21.0013,191.803,-264.13
21.0014,193.634,-264.13
21.0015,189.819,-264.13
21.0016,193.787,-264.13
21.0017,193.939,-264.13
21.0018,192.719,-264.13
21.0019,194.092,-264.13
21.002,194.702,-264.13
21.0021,189.514,-264.13
21.0022,193.024,-264.13
21.0023,194.702,-264.13
21.0024,194.397,-264.13
21.0025,194.397,-264.13
21.0026,191.345,-264.13
21.0027,194.244,-264.13
21.0028,195.16,-264.13
21.0029,193.329,-264.13
21.003,193.176,-264.13
21.0031,195.16,-264.13
21.0032,196.228,-264.13
21.0033,193.787,-264.13
21.0034,192.719,-264.13
21.0035,191.803,-264.13
21.0036,191.956,-264.13
21.0037,194.397,-264.13
21.0038,190.582,-264.13
21.0039,193.481,-263.977
21.004,193.787,-263.977
21.0041,194.855,-263.977
21.0042,194.702,-263.977
21.0043,194.55,-263.977
21.0044,191.04,-263.977
21.0045,195.77,-263.977
21.0046,194.244,-263.977
21.0047,195.16,-263.977
21.0048,198.364,-263.977
21.0049,194.55,-263.977
21.005,194.55,-263.977
21.0051,194.092,-264.13
21.0052,189.667,-264.13
21.0053,190.887,-264.13
21.0054,189.362,-263.977
21.0055,192.413,-263.977
21.0056,191.65,-263.977
21.0057,193.481,-263.977
21.0058,190.277,-264.13
21.0059,192.413,-264.13
21.006,193.329,-264.13
21.0061,194.397,-263.977
21.0062,192.566,-263.977
21.0063,195.313,-263.977
21.0064,192.413,-263.977
21.0065,191.345,-263.977
21.0066,195.465,-263.977
21.0067,194.244,-263.977
21.0068,192.871,-263.977
21.0069,191.803,-263.977
21.007,191.956,-263.977
21.0071,193.939,-263.977
21.0072,193.481,-263.824
21.0073,193.329,-263.824
21.0074,190.277,-263.824
21.0075,195.007,-263.824
21.0076,194.855,-263.824
21.0077,193.787,-263.977
21.0078,191.956,-263.977
21.0079,192.261,-263.977
21.008,191.803,-263.824
21.0081,192.108,-263.977
21.0082,192.871,-263.977
21.0083,194.092,-263.824
21.0084,193.787,-263.824
21.0085,193.329,-263.824
21.0086,195.16,-263.824
21.0087,191.956,-263.824
21.0088,190.43,-263.824
21.0089,196.075,-263.824
21.009,193.329,-263.824
21.0091,193.176,-263.824
21.0092,193.634,-263.824
21.0093,194.55,-263.824
21.0094,191.65,-263.824
21.0095,194.244,-263.977
21.0096,192.719,-263.977
21.0097,193.481,-263.977
21.0098,189.514,-263.977
21.0099,192.871,-263.824
21.01,193.939,-263.824
21.0101,190.887,-263.824
21.0102,191.956,-263.824
21.0103,191.956,-263.824
21.0104,189.819,-263.824
21.0105,194.55,-263.824
21.0106,193.481,-263.824
21.0107,198.059,-263.824
21.0108,192.719,-263.824
21.0109,193.787,-263.824
21.011,190.887,-263.824
21.0111,194.244,-263.824
21.0112,194.244,-263.824
21.0113,194.244,-263.824
21.0114,189.667,-263.824
21.0115,194.092,-263.824
21.0116,192.413,-263.824
21.0117,192.719,-263.824
21.0118,191.803,-263.824
21.0119,194.244,-263.824
21.012,193.329,-263.824
21.0121,192.871,-263.824
21.0122,196.533,-263.824
21.0123,193.329,-263.824
21.0124,196.838,-263.824
21.0125,191.65,-263.824
21.0126,189.819,-263.672
21.0127,193.787,-263.672
21.0128,192.108,-263.672
21.0129,191.04,-263.672
21.013,193.329,-263.672
21.0131,194.244,-263.824
21.0132,196.075,-263.672
21.0133,196.075,-263.672
21.0134,193.176,-263.672
21.0135,192.719,-263.672
21.0136,193.634,-263.824
21.0137,194.55,-263.824
21.0138,195.313,-263.824
21.0139,191.65,-263.824
21.014,192.108,-263.824
21.0141,193.024,-263.824
21.0142,190.277,-263.824
21.0143,193.634,-263.824
21.0144,192.413,-263.824
21.0145,192.261,-263.672
21.0146,192.261,-263.672
21.0147,189.514,-263.672
21.0148,191.345,-263.672
21.0149,190.887,-263.672
21.015,194.244,-263.824
21.0151,193.787,-263.672
21.0152,190.125,-263.672
21.0153,193.481,-263.672
21.0154,191.803,-263.672
21.0155,191.803,-263.672
21.0156,193.329,-263.672
21.0157,193.634,-263.672
21.0158,189.056,-263.672
21.0159,190.277,-263.672
21.016,191.65,-263.672
21.0161,193.939,-263.672
21.0162,190.887,-263.672
21.0163,188.141,-263.824
21.0164,192.261,-263.519
21.0165,192.261,-263.672
21.0166,191.956,-263.672
21.0167,192.566,-263.672
21.0168,193.481,-263.672
21.0169,191.193,-263.672
21.017,194.244,-263.672
21.0171,194.244,-263.672
21.0172,192.413,-263.672
21.0173,192.871,-263.672
21.0174,196.228,-263.672
21.0175,192.566,-263.672
21.0176,193.787,-263.672
21.0177,192.871,-263.672
21.0178,191.65,-263.672
21.0179,195.923,-263.672
21.018,190.887,-263.672
21.0181,194.244,-263.672
21.0182,193.176,-263.672
21.0183,191.498,-263.672
21.0184,194.702,-263.672
21.0185,191.193,-263.672
21.0186,192.566,-263.672
21.0187,193.329,-263.519
21.0188,191.345,-263.672
21.0189,195.923,-263.672
21.019,196.533,-263.672
21.0191,191.193,-263.519
21.0192,195.313,-263.519
21.0193,192.566,-263.519
21.0194,193.329,-263.672
21.0195,193.939,-263.672
21.0196,193.939,-263.672
21.0197,195.007,-263.672
21.0198,195.007,-263.672
21.0199,195.77,-263.672
21.02,192.413,-263.672
21.0201,191.498,-263.672
21.0202,192.108,-263.519
21.0203,190.582,-263.672
21.0204,191.345,-263.672
21.0205,193.939,-263.672
21.0206,193.329,-263.672
21.0207,192.719,-263.672
21.0208,193.939,-263.672
21.0209,191.345,-263.672
21.021,193.329,-263.519
21.0211,190.735,-263.519
21.0212,191.04,-263.519
21.0213,193.024,-263.519
21.0214,192.108,-263.519
21.0215,194.55,-263.519
21.0216,192.261,-263.519
21.0217,192.871,-263.519
21.0218,195.313,-263.519
21.0219,193.634,-263.519
21.022,196.533,-263.672
21.0221,193.634,-263.519
21.0222,192.871,-263.519
21.0223,192.871,-263.519
21.0224,194.397,-263.519
21.0225,194.397,-263.519
21.0226,193.634,-263.519
21.0227,193.634,-263.519
21.0228,192.719,-263.519
21.0229,193.329,-263.672
21.023,192.566,-263.672
21.0231,192.413,-263.672
21.0232,192.413,-263.672
21.0233,192.566,-263.672
21.0234,195.77,-263.519
21.0235,191.956,-263.519
21.0236,188.751,-263.519
21.0237,193.024,-263.519
21.0238,195.16,-263.519
21.0239,192.261,-263.672
21.024,192.261,-263.672
21.0241,192.108,-263.672
21.0242,190.43,-263.672
21.0243,194.244,-263.519
21.0244,194.092,-263.519
21.0245,193.634,-263.519
21.0246,191.65,-263.519
21.0247,191.65,-263.519
21.0248,190.735,-263.519
21.0249,190.277,-263.519
21.025,192.261,-263.519
21.0251,195.77,-263.519
21.0252,191.498,-263.519
21.0253,193.787,-263.519
21.0254,192.108,-263.519
21.0255,192.108,-263.519
21.0256,192.871,-263.519
21.0257,193.024,-263.672
21.0258,191.498,-263.672
21.0259,195.618,-263.519
21.026,191.803,-263.672
21.0261,192.108,-263.519
21.0262,195.465,-263.519
21.0263,190.277,-263.519
21.0264,191.498,-263.519
21.0265,191.65,-263.519
21.0266,192.871,-263.519
21.0267,193.176,-263.519
21.0268,190.887,-263.519
21.0269,194.397,-263.519
21.027,191.193,-263.672
21.0271,193.481,-263.519
21.0272,193.481,-263.519
21.0273,194.244,-263.519
21.0274,192.871,-263.519
21.0275,192.871,-263.519
21.0276,191.193,-263.519
21.0277,188.904,-263.519
21.0278,193.176,-263.519
21.0279,192.108,-263.519
21.028,194.244,-263.519
21.0281,192.719,-263.519
21.0282,193.024,-263.519
21.0283,194.702,-263.519
21.0284,193.024,-263.672
21.0285,191.345,-263.672
21.0286,195.313,-263.519
21.0287,189.819,-263.519
21.0288,192.108,-263.519
21.0289,194.092,-263.519
21.029,192.261,-263.519
21.0291,195.77,-263.519
21.0292,191.65,-263.519
21.0293,193.329,-263.519
21.0294,195.007,-263.519
21.0295,191.65,-263.519
21.0296,193.939,-263.672
21.0297,190.582,-263.519
21.0298,193.481,-263.519
21.0299,195.313,-263.519
21.03,194.092,-263.519
21.0301,189.667,-263.519
21.0302,191.193,-263.519
21.0303,194.55,-263.519
21.0304,195.923,-263.519
21.0305,192.566,-263.519
21.0306,194.092,-263.672
21.0307,190.735,-263.672
21.0308,194.092,-263.672
21.0309,191.193,-263.672
21.031,193.024,-263.519
21.0311,191.956,-263.367
21.0312,192.871,-263.367
21.0313,189.514,-263.519
21.0314,193.481,-263.519
21.0315,193.481,-263.519
21.0316,194.702,-263.672
21.0317,194.397,-263.672
21.0318,191.803,-263.672
21.0319,193.787,-263.672
21.032,193.329,-263.672
21.0321,194.397,-263.519
21.0322,193.939,-263.519
21.0323,190.125,-263.519
21.0324,190.887,-263.519
21.0325,196.381,-263.519
21.0326,194.397,-263.519
21.0327,195.007,-263.519
21.0328,191.04,-263.519
21.0329,194.397,-263.519
21.033,191.956,-263.519
21.0331,191.803,-263.519
21.0332,195.16,-263.672
21.0333,192.413,-263.672
21.0334,191.498,-263.672
21.0335,193.787,-263.519
21.0336,193.787,-263.519
21.0337,192.871,-263.519
21.0338,192.719,-263.519
21.0339,192.719,-263.519
21.034,191.193,-263.672
21.0341,191.803,-263.519
21.0342,193.481,-263.519
21.0343,192.566,-263.672
21.0344,193.176,-263.672
21.0345,194.55,-263.672
21.0346,196.533,-263.672
21.0347,192.108,-263.519
21.0348,193.024,-263.519
21.0349,193.329,-263.672
21.035,193.634,-263.672
21.0351,192.871,-263.672
21.0352,191.193,-263.672
21.0353,193.176,-263.519
21.0354,194.55,-263.519
21.0355,193.481,-263.519
21.0356,193.329,-263.672
21.0357,193.329,-263.519
21.0358,193.634,-263.519
21.0359,193.634,-263.519
21.036,192.719,-263.519
21.0361,188.904,-263.519
21.0362,193.634,-263.672
21.0363,189.514,-263.672
21.0364,193.634,-263.672
21.0365,190.277,-263.519
21.0366,192.566,-263.519
21.0367,193.787,-263.519
21.0368,193.787,-263.519
21.0369,193.787,-263.672
21.037,194.702,-263.672
21.0371,194.244,-263.519
21.0372,195.16,-263.672
21.0373,193.939,-263.519
21.0374,191.803,-263.672
21.0375,193.329,-263.672
21.0376,193.329,-263.672
21.0377,191.803,-263.672
21.0378,196.075,-263.672
21.0379,193.024,-263.519
21.038,190.43,-263.519
21.0381,193.939,-263.519
21.0382,193.787,-263.519
21.0383,196.228,-263.519
21.0384,195.007,-263.672
21.0385,191.345,-263.672
21.0386,192.261,-263.519
21.0387,192.871,-263.672
21.0388,194.092,-263.824
21.0389,195.007,-263.672
21.039,195.77,-263.672
21.0391,194.855,-263.672
21.0392,196.381,-263.672
21.0393,192.261,-263.672
21.0394,190.277,-263.672
21.0395,189.972,-263.672
21.0396,194.702,-263.672
21.0397,191.498,-263.824
21.0398,192.261,-263.672
21.0399,195.77,-263.672
21.04,191.193,-263.672
21.0401,193.787,-263.672
21.0402,195.618,-263.672
21.0403,191.956,-263.672
21.0404,193.024,-263.672
21.0405,191.193,-263.672
21.0406,194.397,-263.824
21.0407,194.244,-263.824
21.0408,193.787,-263.824
21.0409,196.991,-263.672
21.041,191.193,-263.672
21.0411,192.413,-263.672
21.0412,194.702,-263.672
21.0413,194.397,-263.824
21.0414,191.65,-263.824
21.0415,195.16,-263.672
21.0416,192.108,-263.824
21.0417,195.16,-263.824
21.0418,195.313,-263.824
21.0419,194.092,-263.824
21.042,195.007,-263.824
21.0421,192.719,-263.824
21.0422,193.176,-263.824
21.0423,195.77,-263.672
21.0424,193.634,-263.672
21.0425,198.059,-263.672
21.0426,192.108,-263.672
21.0427,192.108,-263.672
21.0428,193.787,-263.672
21.0429,193.024,-263.824
21.043,192.719,-263.824
21.0431,194.702,-263.824
21.0432,195.313,-263.824
21.0433,195.465,-263.824
21.0434,193.176,-263.824
21.0435,193.329,-263.824
21.0436,194.55,-263.824
21.0437,195.007,-263.824
21.0438,192.261,-263.824
21.0439,191.345,-263.824
21.044,191.345,-263.824
21.0441,194.397,-263.824
21.0442,189.667,-263.824
21.0443,193.329,-263.824
21.0444,193.634,-263.824
21.0445,191.65,-263.824
21.0446,193.024,-263.824
21.0447,195.923,-263.824
21.0448,194.244,-263.824
21.0449,191.803,-263.672
21.045,195.923,-263.672
21.0451,192.566,-263.672
21.0452,192.261,-263.672
21.0453,192.261,-263.824
21.0454,194.092,-263.824
21.0455,194.244,-263.824
21.0456,193.634,-263.824
21.0457,196.533,-263.824
21.0458,193.481,-263.824
21.0459,194.397,-263.824
21.046,194.244,-263.824
21.0461,193.024,-263.824
21.0462,191.956,-263.672
21.0463,188.904,-263.672
21.0464,191.193,-263.824
21.0465,190.735,-263.824
21.0466,193.024,-263.824
21.0467,195.007,-263.824
21.0468,194.397,-263.824
21.0469,194.092,-263.824
21.047,195.007,-263.824
21.0471,192.566,-263.824
21.0472,193.481,-263.824
21.0473,191.04,-263.824
21.0474,193.787,-263.824
21.0475,194.244,-263.824
21.0476,189.972,-263.824
21.0477,193.329,-263.824
21.0478,191.803,-263.824
21.0479,189.972,-263.824
21.048,191.04,-263.977
21.0481,192.261,-263.977
21.0482,194.092,-263.977
21.0483,196.228,-263.977
21.0484,191.345,-263.824
21.0485,193.787,-263.824
21.0486,191.193,-263.824
21.0487,190.887,-263.824
21.0488,192.413,-263.824
21.0489,192.413,-263.824
21.049,192.108,-263.824
21.0491,194.55,-263.824
21.0492,193.939,-263.977
21.0493,193.024,-263.977
21.0494,191.498,-263.977
21.0495,193.787,-263.977
21.0496,194.092,-263.977
21.0497,194.092,-263.977
21.0498,192.261,-263.977
21.0499,197.449,-263.977
21.05,193.787,-263.977
21.0501,196.228,-263.977
21.0502,196.533,-263.977
21.0503,190.43,-263.977
21.0504,194.55,-263.977
21.0505,191.193,-263.977
21.0506,192.108,-263.977
21.0507,193.176,-263.977
21.0508,192.566,-263.824
21.0509,189.972,-263.824
21.051,193.024,-263.824
21.0511,191.956,-263.824
21.0512,192.871,-263.824
21.0513,193.024,-263.824
21.0514,191.65,-263.977
21.0515,194.55,-263.977
21.0516,192.566,-263.977
21.0517,197.449,-263.977
21.0518,195.007,-263.824
21.0519,192.871,-263.824
21.052,194.244,-263.824
21.0521,193.176,-263.824
21.0522,190.43,-263.824
21.0523,196.838,-263.824
21.0524,193.329,-263.977
21.0525,195.007,-263.977
21.0526,193.787,-263.977
21.0527,194.702,-263.977
21.0528,195.313,-263.977
21.0529,192.108,-263.977
21.053,191.65,-263.977
21.0531,193.024,-263.977
21.0532,193.939,-263.977
21.0533,195.465,-263.977
21.0534,191.803,-263.977
21.0535,194.244,-263.977
21.0536,192.566,-263.824
21.0537,195.007,-263.824
21.0538,191.65,-263.824
21.0539,195.465,-263.824
21.054,194.702,-263.977
21.0541,195.618,-263.977
21.0542,190.887,-263.977
21.0543,196.075,-263.977
21.0544,193.787,-263.977
21.0545,192.261,-263.977
21.0546,188.904,-263.977
21.0547,191.803,-263.977
21.0548,194.855,-263.977
21.0549,193.787,-263.977
21.055,196.381,-263.977
21.0551,194.244,-263.977
21.0552,190.582,-263.977
21.0553,191.498,-263.977
21.0554,191.65,-263.977
21.0555,191.65,-263.977
21.0556,194.244,-263.977
21.0557,194.244,-263.977
21.0558,192.261,-263.977
21.0559,193.176,-263.977
21.056,192.261,-263.977
21.0561,195.007,-263.977
21.0562,191.498,-263.977
21.0563,194.397,-263.977
21.0564,191.803,-264.13
21.0565,193.939,-264.13
21.0566,196.533,-263.977
21.0567,192.871,-263.977
21.0568,192.719,-264.13
21.0569,194.702,-264.13
21.057,191.956,-264.13
21.0571,193.939,-264.13
21.0572,195.618,-264.13
21.0573,194.092,-264.13
21.0574,193.481,-264.13
21.0575,191.956,-264.13
21.0576,197.601,-264.13
21.0577,195.465,-264.13
21.0578,195.007,-264.13
21.0579,195.16,-264.13
21.058,195.618,-264.13
21.0581,194.092,-264.13
21.0582,194.397,-264.13
21.0583,192.566,-264.13
21.0584,192.261,-264.13
21.0585,193.787,-264.13
21.0586,190.125,-264.13
21.0587,191.193,-264.13
21.0588,192.261,-264.13
21.0589,192.719,-264.13
21.059,192.261,-264.13
21.0591,192.413,-264.13
21.0592,194.092,-264.13
21.0593,196.533,-264.13
21.0594,194.855,-264.13
21.0595,197.906,-264.13
21.0596,195.313,-264.13
21.0597,195.007,-264.13
21.0598,193.939,-264.13
21.0599,196.381,-264.13
21.06,194.855,-264.13
21.0601,194.397,-264.13
21.0602,193.939,-264.13
21.0603,191.345,-264.13
21.0604,191.345,-264.13
21.0605,196.075,-264.13
21.0606,193.176,-264.13
21.0607,193.176,-264.13
21.0608,192.413,-264.13
21.0609,193.329,-264.13
21.061,192.413,-264.13
21.0611,195.007,-264.13
21.0612,196.381,-264.13
21.0613,196.533,-263.977
21.0614,195.618,-264.13
21.0615,194.244,-264.13
21.0616,195.007,-264.13
21.0617,193.939,-264.13
21.0618,191.498,-264.13
21.0619,193.329,-264.13
21.062,197.296,-264.13
21.0621,197.449,-264.13
21.0622,193.329,-264.13
21.0623,193.787,-264.13
21.0624,195.77,-264.13
21.0625,195.007,-264.13
21.0626,194.702,-264.13
21.0627,196.991,-264.13
21.0628,196.228,-264.13
21.0629,196.686,-264.13
21.063,193.634,-264.13
21.0631,193.634,-264.13
21.0632,193.024,-264.13
21.0633,192.413,-264.13
21.0634,195.923,-264.13
21.0635,192.719,-264.13
21.0636,194.397,-264.13
21.0637,193.024,-264.13
21.0638,193.481,-264.13
21.0639,193.329,-264.13
21.064,194.855,-264.13
21.0641,195.313,-264.13
21.0642,193.787,-264.282
21.0643,193.787,-264.282
21.0644,194.244,-264.282
21.0645,194.702,-264.282
21.0646,193.481,-264.282
21.0647,195.77,-264.282
21.0648,195.16,-264.13
21.0649,190.887,-264.282
21.065,193.787,-264.282
21.0651,195.007,-264.282
21.0652,190.887,-264.282
21.0653,195.313,-264.282
21.0654,195.16,-264.13
21.0655,192.871,-264.13
21.0656,195.16,-264.13
21.0657,192.108,-264.13
21.0658,192.566,-264.13
21.0659,195.007,-264.13
21.066,192.261,-264.13
21.0661,192.871,-264.282
21.0662,191.04,-264.282
21.0663,194.244,-264.282
21.0664,193.024,-264.282
21.0665,191.65,-264.282
21.0666,193.939,-264.282
21.0667,193.176,-264.282
21.0668,196.075,-264.282
21.0669,195.465,-264.282
21.067,194.397,-264.282
21.0671,192.719,-264.282
21.0672,195.618,-264.282
21.0673,191.193,-264.282
21.0674,192.871,-264.282
21.0675,193.634,-264.282
21.0676,193.787,-264.282
21.0677,197.906,-264.282
21.0678,193.024,-264.282
21.0679,192.261,-264.282
21.068,193.787,-264.282
21.0681,192.719,-264.282
21.0682,193.939,-264.282
21.0683,194.855,-264.282
21.0684,195.313,-264.282
21.0685,194.702,-264.282
21.0686,194.855,-264.282
21.0687,194.855,-264.282
21.0688,194.092,-264.282
21.0689,196.075,-264.282
21.069,193.481,-264.282
21.0691,193.481,-264.282
21.0692,191.498,-264.282
21.0693,193.024,-264.435
21.0694,193.787,-264.435
21.0695,195.313,-264.435
21.0696,193.024,-264.435
21.0697,192.871,-264.282
21.0698,196.075,-264.282
21.0699,194.855,-264.282
21.07,194.55,-264.282
21.0701,194.092,-264.282
21.0702,191.04,-264.587
21.0703,192.261,-264.435
21.0704,196.686,-264.435
21.0705,196.075,-264.435
21.0706,193.481,-264.435
21.0707,193.939,-264.435
21.0708,195.923,-264.435
21.0709,194.397,-264.435
21.071,193.176,-264.435
21.0711,193.329,-264.435
21.0712,195.618,-264.435
21.0713,198.364,-264.435
21.0714,192.566,-264.435
21.0715,192.871,-264.435
21.0716,194.55,-264.435
21.0717,193.939,-264.435
21.0718,191.345,-264.435
21.0719,193.176,-264.435
21.072,195.618,-264.435
21.0721,193.787,-264.435
21.0722,194.092,-264.435
21.0723,192.719,-264.435
21.0724,193.176,-264.435
21.0725,193.024,-264.435
21.0726,191.956,-264.587
21.0727,192.413,-264.435
21.0728,192.871,-264.435
21.0729,191.956,-264.587
21.073,191.193,-264.587
21.0731,194.092,-264.587
21.0732,192.261,-264.587
21.0733,192.566,-264.587
21.0734,194.397,-264.587
21.0735,193.634,-264.587
21.0736,193.176,-264.587
21.0737,193.634,-264.435
21.0738,193.634,-264.587
21.0739,193.176,-264.587
21.074,192.871,-264.587
21.0741,193.939,-264.587
21.0742,193.634,-264.587
21.0743,195.465,-264.587
21.0744,191.65,-264.587
21.0745,193.176,-264.587
21.0746,195.77,-264.587
21.0747,193.787,-264.74
21.0748,191.345,-264.74
21.0749,195.618,-264.74
21.075,191.193,-264.74
21.0751,192.566,-264.74
21.0752,196.075,-264.74
21.0753,195.77,-264.587
21.0754,192.871,-264.587
21.0755,198.212,-264.587
21.0756,191.65,-264.587
21.0757,191.65,-264.587
21.0758,190.277,-264.74
21.0759,189.056,-264.74
21.076,190.582,-264.74
21.0761,191.956,-264.74
21.0762,193.634,-264.74
21.0763,193.634,-264.74
21.0764,190.887,-264.74
21.0765,192.261,-264.74
21.0766,192.566,-264.74
21.0767,191.956,-264.74
21.0768,191.803,-264.74
21.0769,195.313,-264.74
21.077,195.007,-264.74
21.0771,191.803,-264.74
21.0772,190.125,-264.74
21.0773,192.261,-264.74
21.0774,192.108,-264.74
21.0775,193.024,-264.74
21.0776,194.55,-264.893
21.0777,192.719,-264.74
21.0778,196.533,-264.893
21.0779,193.787,-264.74
21.078,194.855,-264.74
21.0781,192.871,-264.74
21.0782,194.397,-264.74
21.0783,194.855,-264.74
21.0784,194.397,-264.74
21.0785,196.228,-264.74
21.0786,194.397,-264.74
21.0787,195.618,-264.893
21.0788,193.176,-264.893
21.0789,190.582,-264.74
21.079,191.498,-264.893
21.0791,195.77,-264.893
21.0792,195.923,-264.893
21.0793,195.007,-264.893
21.0794,193.024,-264.893
21.0795,189.667,-264.893
21.0796,192.719,-264.893
21.0797,193.176,-264.893
21.0798,193.024,-264.893
21.0799,195.313,-264.893
21.08,193.329,-264.893
21.0801,194.55,-264.893
21.0802,196.686,-264.893
21.0803,193.176,-264.893
21.0804,195.465,-264.893
21.0805,196.228,-264.893
21.0806,195.16,-265.045
21.0807,192.871,-264.893
21.0808,194.855,-265.045
21.0809,194.855,-265.045
21.081,192.108,-265.045
21.0811,195.77,-265.045
21.0812,194.397,-264.893
21.0813,193.634,-264.893
21.0814,192.261,-264.893
21.0815,195.618,-264.893
21.0816,192.871,-265.045
21.0817,194.855,-265.045
21.0818,193.939,-265.045
21.0819,193.939,-265.045
21.082,193.787,-264.893
21.0821,196.075,-264.893
21.0822,194.855,-264.893
21.0823,194.855,-264.893
21.0824,194.55,-264.893
21.0825,197.449,-265.045
21.0826,196.075,-265.045
21.0827,192.413,-265.045
21.0828,193.634,-265.045
21.0829,195.313,-265.045
21.083,190.43,-265.045
21.0831,194.702,-265.045
21.0832,195.313,-265.045
21.0833,194.092,-265.045
21.0834,190.887,-265.045
21.0835,190.277,-265.045
21.0836,192.261,-265.045
21.0837,191.193,-265.045
21.0838,194.702,-265.045
21.0839,193.329,-265.045
21.084,196.381,-265.045
21.0841,188.751,-265.045
21.0842,194.092,-265.045
21.0843,191.65,-265.045
21.0844,189.972,-265.045
21.0845,192.719,-265.045
21.0846,194.55,-265.045
21.0847,193.634,-265.045
21.0848,192.108,-265.045
21.0849,192.719,-265.045
21.085,193.329,-265.045
21.0851,194.244,-265.045
21.0852,196.838,-265.045
21.0853,193.481,-265.045
21.0854,193.481,-265.045
21.0855,191.956,-265.045
21.0856,192.413,-265.045
21.0857,193.939,-265.045
